date, pm25, pm10, o3, no2, so2, co
2015/3/21, 61, 38, 47, 7, 1, 6
2015/3/22, 85, 48, 47, 7, 1, 8
2015/3/23, 97, 53, 46, 5, 1, 8
2015/3/24, 86, 39, 42, 4, 2, 6
2015/3/25, 60, 24, 38, 4, 2, 6
2015/3/26, 43, 29, 33, 6, 2, 6
2015/3/27, 55, 31, 32, 4, 1, 6
2015/3/28, 63, 27, 28, 4, 1, 6
2015/3/29, 56, 30, 21, 6, 1, 7
2015/3/30, 54, 29, 23, 6, 2, 6
2015/3/31, 60, 29, 19, 7, 1, 5
2014/10/1, 54, 37, 27, 8, 1, 5
2014/10/2, 72, 39, 36, 8, 2, 5
2014/10/3, 75, 41, 43, 7, 2, 6
2014/10/4, 82, 44, 40, 8, 2, 6
2014/10/5, 87, 51, 70, 6, 2, 5
2014/10/6, 102, 60, 68, 6, 2, 5
2014/10/7, 117, 66, 77, 7, 2, 6
2014/10/8, 141, 70, 97, 9, 2, 7
2014/10/9, 149, 74, 89, 11, 2, 7
2014/10/10, 158, 63, 70, 11, 1, 7
2014/10/11, 120, 63, 86, 9, 2, 7
2014/10/12, 126, 65, 76, 9, 2, 7
2014/10/13, 142, 67, 89, 9, 1, 6
2014/10/14, 146, 66, 55, 8, , 6
2014/10/15, 131, 62, 64, 5, , 5
2014/10/16, 139, 51, 54, 3, 1, 5
2014/10/17, 86, 48, 42, 4, 1, 4
2014/10/18, 107, 43, 35, 4, 1, 4
2014/10/19, 70, 29, 20, 5, 1, 4
2014/10/20, 50, 25, 19, 7, 1, 5
2014/10/21, 42, 34, 29, 7, 1, 5
2014/10/22, 60, 49, 47, 9, 1, 6
2014/10/23, 95, 14, 27, 4, , 4
2014/10/24, 24, 16, 26, 5, 1, 4
2014/10/25, 24, 17, 20, 5, 1, 4
2014/10/26, 29, 17, 23, 5, 1, 4
2014/10/27, 37, 28, 25, 4, 1, 4
2014/10/28, 49, 16, 16, 7, 1, 4
2014/10/29, 32, 30, 19, 5, , 4
2014/10/30, 51, 34, 20, 4, , 4
2014/10/31, 59, 33, 24, 5, , 4
2014/11/1, 54, 40, 34, 6, 1, 5
2014/11/2, 76, 48, 38, 7, , 7
2014/11/3, 100, 48, 39, 10, 1, 8
2014/11/4, 92, 39, 33, 7, , 6
2014/11/5, 67, 32, 32, 5, , 5
2014/11/6, 52, 29, 25, 8, 1, 5
2014/11/7, 55, 32, 27, 6, 1, 5
2014/11/8, 50, 27, 29, 5, 1, 5
2014/11/9, 40, 24, 31, 6, 1, 5
2014/11/10, 49, 26, 29, 5, , 5
2014/11/11, 47, 25, 28, 5, , 5
2014/11/12, 45, 25, 32, 7, 1, 6
2014/11/13, 55, 41, 46, 9, 1, 7
2014/11/14, 87, 45, 41, 7, 1, 6
2014/11/15, 83, 39, 37, 5, 1, 5
2014/11/16, 56, 59, 53, 7, 1, 6
2014/11/17, 113, 59, 46, 9, 1, 6
2014/11/18, 124, 57, 53, 9, 1, 5
2014/11/19, 133, 53, 50, 6, , 5
2014/11/20, 111, 40, 43, 9, 1, 5
2014/11/21, 69, 40, , 8, 1, 5
2014/11/22, 65, 29, , 8, 1, 5
2014/11/23, 48, 31, 21, 5, , 4
2014/11/24, 39, 29, 15, 7, , 4
2014/11/25, 48, 29, 25, 6, 1, 4
2014/11/26, 51, 32, 21, 5, , 4
2014/11/27, 55, 29, 21, 6, , 4
2014/11/28, 55, 33, 24, 7, 1, 4
2014/11/29, 55, 29, 17, 6, , 4
2014/11/30, 52, 26, 24, 5, , 5
2014/12/1, 40, 18, 29, 6, , 8
2014/12/2, 32, 24, 29, 6, , 6
2014/12/3, 41, 14, 25, 6, 1, 6
2014/12/4, 25, 16, 31, 8, 1, 6
2014/12/5, 30, 30, 32, 6, 1, 5
2014/12/6, 40, 33, 31, 7, , 5
2014/12/7, 65, 23, 37, 9, 1, 6
2014/12/8, 53, 38, 33, 7, 1, 5
2014/12/9, 81, 45, , 9, 1, 6
2014/12/10, 96, 54, , 10, 1, 7
2014/12/11, 126, 47, 28, 7, 1, 7
2014/12/12, 111, 52, 35, 7, 2, 7
2014/12/13, 147, 54, 43, 7, 1, 6
2014/12/14, 162, 47, 37, 8, 1, 6
2014/12/15, 90, 50, 41, 7, 2, 6
2014/12/16, 112, 70, 45, 9, 5, 7
2014/12/17, 146, 53, 46, 10, 3, 5
2014/12/18, 93, 43, 23, 18, 1, 7
2014/12/19, 71, 29, 40, 10, 1, 6
2014/12/20, 67, 40, 40, 10, 1, 6
2014/12/21, 86, 59, 57, 8, 3, 6
2014/12/22, 134, 54, 47, 18, 1, 8
2014/12/23, 111, 28, 35, 12, 1, 7
2014/12/24, 60, 19, 32, 6, , 6
2014/12/25, 42, 25, 32, 5, , 6
2014/12/26, 52, 20, 34, 4, , 5
2014/12/27, 35, 17, 35, 6, , 7
2014/12/28, 42, , , , , 
2014/7/1, 43, 31, 21, 9, 1, 6
2014/7/2, 55, 25, 20, 7, , 5
2014/7/3, 45, 24, 21, 6, , 5
2014/7/4, 50, 25, 21, 6, 1, 5
2014/7/5, 47, 20, 26, 7, , 5
2014/7/6, 42, 33, 26, 9, 1, 6
2014/7/7, 56, 32, 27, 10, , 5
2014/7/8, 46, 29, 23, 10, , 5
2014/7/9, 46, 20, 25, 7, , 4
2014/7/10, 34, 25, 18, 9, , 5
2014/7/11, 50, 25, 20, 7, , 5
2014/7/12, 49, 26, 15, 5, , 5
2014/7/13, 48, 21, 15, 5, 1, 5
2014/7/14, 37, 21, 16, 6, 1, 5
2014/7/15, 32, 19, 20, 7, , 5
2014/7/16, 33, 24, 17, 9, 1, 5
2014/7/17, 39, 26, 14, 6, 1, 5
2014/7/18, 46, 29, , 6, , 5
2014/7/19, 37, 22, , 8, , 5
2014/7/20, 34, 25, , 8, 1, 5
2014/7/21, 42, 22, , 8, 1, 4
2014/7/22, 50, 26, , 9, 2, 4
2014/7/23, 38, 17, , 7, 1, 4
2014/7/24, 35, 28, , 9, 3, 5
2014/7/25, 46, 37, , 12, 1, 5
2014/7/26, 54, 23, , 8, 1, 4
2014/7/27, 35, 23, , 9, 1, 5
2014/7/28, 35, 20, , 7, 1, 4
2014/7/29, 31, 18, , 7, 1, 4
2014/7/30, 29, 21, , 6, 1, 4
2014/7/31, 24, 24, , 7, 1, 5
2014/8/1, 30, 23, , 6, 1, 5
2014/8/2, 35, 24, , 7, 1, 5
2014/8/3, 37, 26, , 7, 2, 5
2014/8/4, 40, 24, , 8, 1, 5
2014/8/5, 33, 21, 9, 10, 1, 5
2014/8/6, 36, 30, 13, 10, 1, 6
2014/8/7, 43, 23, 13, 8, , 5
2014/8/8, 36, 27, , 9, 1, 5
2014/8/9, 34, 25, 23, 8, 1, 4
2014/8/10, 36, 32, 7, 10, 1, 5
2014/8/11, 48, 30, 18, 11, 1, 5
2014/8/12, 52, 32, 29, 11, 1, 5
2014/8/13, 51, 33, 25, 11, 1, 5
2014/8/14, 55, 31, 25, 11, 1, 5
2014/8/15, 48, 32, 21, 7, 1, 5
2014/8/16, 54, 31, 9, 9, 1, 5
2014/8/17, 54, 29, 24, 5, 1, 5
2014/8/18, 50, 26, 25, 5, 1, 5
2014/8/19, 46, 22, 20, 5, 1, 4
2014/8/20, 46, 27, 24, 7, 1, 5
2014/8/21, 48, 31, 22, 9, 1, 5
2014/8/22, 54, 22, 14, 6, 1, 5
2014/8/23, 38, 21, , 7, , 5
2014/8/24, 44, 23, , 7, 1, 5
2014/8/25, 38, 23, 8, 8, 1, 5
2014/8/26, 33, 18, 18, 7, 1, 5
2014/8/27, 31, 24, 14, 8, 1, 5
2014/8/28, 34, 17, 17, 5, , 5
2014/8/29, 32, 19, 20, 8, 1, 5
2014/8/30, 31, 17, 15, 8, 1, 5
2014/8/31, 27, 17, 13, 7, 1, 5
2014/9/1, 24, 18, 20, 5, 1, 4
2014/9/2, 30, 20, 16, 8, 1, 4
2014/9/3, 34, 27, 14, 9, 1, 5
2014/9/4, 44, 24, 19, 9, 1, 5
2014/9/5, 40, 30, 29, 10, 1, 5
2014/9/6, 62, 31, 15, 12, 1, 6
2014/9/7, 63, 26, 28, 10, 1, 5
2014/9/8, 59, 33, 19, 8, 1, 6
2014/9/9, 55, 30, 18, 9, 1, 5
2014/9/10, 53, 38, 19, 11, 1, 5
2014/9/11, 49, 30, 24, 10, 1, 5
2014/9/12, 47, 23, 21, 9, 1, 5
2014/9/13, 36, 34, 24, 10, 3, 5
2014/9/14, 53, 29, 21, 11, 3, 5
2014/9/15, 49, 29, 21, 6, 2, 4
2014/9/16, 74, 29, 15, 4, 1, 4
2014/9/17, 41, 32, 16, 5, 1, 5
2014/9/18, 49, 27, 18, 7, , 5
2014/9/19, 48, 30, 19, 10, , 5
2014/9/20, 50, 30, 25, 11, 1, 5
2014/9/21, 56, 34, 17, 12, 2, 7
2014/9/22, 59, 44, , 8, 1, 6
2014/9/23, 92, 50, , 10, 1, 6
2014/9/24, 108, 55, 61, 11, 1, 7
2014/9/25, 106, 51, 39, 11, 1, 6
2014/9/26, 104, 35, 23, 7, 1, 5
2014/9/27, 65, 20, 15, 5, 1, 5
2014/9/28, 37, 20, 14, 5, 1, 5
2014/9/29, 42, 21, 17, 6, 1, 4
2014/9/30, 40, 31, 28, 7, 1, 4
2014/4/1, 56, 21, 16, 4, , 4
2014/4/2, 45, 17, 14, 5, 1, 5
2014/4/3, 41, 30, 36, 6, 1, 6
2014/4/4, 65, 28, 41, 5, 1, 6
2014/4/5, 59, 30, 37, 6, 1, 6
2014/4/6, 63, 30, 27, 7, 1, 6
2014/4/7, 61, 32, 22, 7, 1, 6
2014/4/8, 66, 31, 18, 6, 2, 5
2014/4/9, 63, 27, 17, 4, , 5
2014/4/10, 62, 32, , 4, , 5
2014/4/11, 67, 36, 17, 5, , 5
2014/4/12, 68, 30, 18, 5, 1, 5
2014/4/13, 69, 33, 15, 6, 1, 5
2014/4/14, 69, 37, 24, 4, , 5
2014/4/15, 71, 34, 27, 5, , 6
2014/4/16, 63, 36, 27, 5, , 5
2014/4/17, 68, 35, 21, 5, , 5
2014/4/18, 68, 33, 15, 7, , 5
2014/4/19, 66, 28, 12, 6, , 5
2014/4/20, 62, 24, 12, 4, 1, 5
2014/4/21, 58, 30, 12, 5, , 5
2014/4/22, 70, 24, 8, 4, 1, 5
2014/4/23, 70, 26, 12, 5, 1, 4
2014/4/24, 65, 28, 18, 6, 1, 5
2014/4/25, 67, 27, 20, 5, , 4
2014/4/26, 68, 26, 16, 3, 1, 4
2014/4/27, 68, 34, 53, 4, 1, 5
2014/4/28, 78, 45, 68, 5, 1, 7
2014/4/29, 113, 39, 39, 5, 1, 7
2014/4/30, 98, 31, 29, 6, 1, 6
2014/5/1, 70, 17, 26, 5, , 5
2014/5/2, 44, 16, 25, 5, , 5
2014/5/3, 50, 19, 19, 5, 1, 5
2014/5/4, 114, 25, 19, 7, 1, 5
2014/5/5, 63, 27, 27, 8, 1, 6
2014/5/6, 48, 28, 19, 10, 1, 6
2014/5/7, 55, 26, 18, 8, , 5
2014/5/8, 60, 25, 22, 6, 1, 4
2014/5/9, 67, 32, 32, 7, 1, 5
2014/5/10, 70, 29, 30, 6, 1, 4
2014/5/11, 59, 34, 26, 7, 1, 5
2014/5/12, 72, 28, 25, 6, , 5
2014/5/13, 73, 30, 30, 5, , 5
2014/5/14, 65, 32, , 6, 1, 5
2014/5/15, 70, 32, 27, 6, 1, 5
2014/5/16, 69, 24, 26, 4, , 4
2014/5/17, 54, 20, 22, 3, , 4
2014/5/18, 48, 20, 25, 4, 1, 4
2014/5/19, 49, 20, 27, 3, 1, 4
2014/5/20, 45, 22, 22, 4, 1, 4
2014/5/21, 50, 27, 29, 4, 1, 4
2014/5/22, 56, 26, 24, 5, 1, 4
2014/5/23, 57, 20, 22, 3, 1, 4
2014/5/24, 52, 16, 15, 4, 1, 4
2014/5/25, 45, 21, 13, 7, 1, 4
2014/5/26, 44, 21, 15, 8, 1, 4
2014/5/27, 47, 25, 9, 8, 1, 5
2014/5/28, 53, 18, , 6, 1, 5
2014/5/29, 53, 23, , 7, 1, 5
2014/5/30, 53, 21, , 6, 1, 5
2014/5/31, 50, 15, , 6, 1, 5
2014/6/1, 47, 17, , 6, 1, 5
2014/6/2, 56, 24, , 6, 1, 5
2014/6/3, 53, 21, 24, 4, 1, 4
2014/6/4, 42, 23, 29, 5, 1, 5
2014/6/5, 44, 24, 34, 8, 1, 5
2014/6/6, 52, 29, 30, 9, 1, 5
2014/6/7, 47, 22, 34, 8, 1, 5
2014/6/8, 45, 27, 33, 8, 1, 5
2014/6/9, 58, 28, 27, 9, 1, 5
2014/6/10, 45, 23, 29, 9, 1, 5
2014/6/11, 41, 21, 25, 8, 1, 5
2014/6/12, 45, 27, 19, 11, 1, 6
2014/6/13, 49, 40, , 10, 1, 6
2014/6/14, 70, 20, , 8, 5, 5
2014/6/15, 41, 25, , 9, 3, 5
2014/6/16, 50, 25, , 10, 3, 5
2014/6/17, 47, 32, 25, 11, 1, 6
2014/6/18, 45, 26, 22, 8, , 5
2014/6/19, 45, 32, 25, 8, 1, 5
2014/6/20, 53, 37, 22, 8, 2, 5
2014/6/21, 59, 38, 20, 7, 2, 5
2014/6/22, 56, 23, 25, 9, 4, 5
2014/6/23, 35, 23, 22, 7, , 5
2014/6/24, 45, 29, 24, 8, , 5
2014/6/25, 54, 32, 21, 10, 1, 5
2014/6/26, 49, 32, 21, 8, 1, 5
2014/6/27, 56, 31, 22, 9, 1, 5
2014/6/28, 53, 23, 19, 8, 1, 5
2014/6/29, 40, 17, 18, 8, 1, 5
2014/6/30, 32, 23, 24, 9, , 6
2014/1/2, 71, 40, , 8, 1, 8
2014/1/3, 84, 25, , 2, 1, 7
2014/1/4, 49, 35, , 1, 1, 8
2014/1/5, 73, 29, , 2, , 8
2014/1/6, 58, , , , , 
2014/1/8, 58, 27, , 6, , 5
2014/1/9, 61, 40, , 9, , 7
2014/1/10, 81, 13, , 6, , 8
2014/1/11, 42, 22, , 4, 1, 8
2014/1/12, 60, 62, , 8, 2, 9
2014/1/13, 146, 51, , 9, 2, 10
2014/1/14, 129, 51, , 9, 2, 9
2014/1/15, 117, 45, , 9, 1, 5
2014/1/16, 94, 50, , 11, 1, 6
2014/1/17, 99, 72, 83, 9, 5, 7
2014/1/18, 162, 67, 62, 7, 4, 6
2014/1/19, 131, 59, 51, 8, 3, 7
2014/1/20, 140, 81, 83, 10, 7, 8
2014/1/21, 170, 76, 75, 9, 7, 8
2014/1/22, 159, 57, 51, 8, 2, 6
2014/1/23, 108, 40, 38, 6, 1, 6
2014/1/24, 68, 31, 29, 7, 1, 6
2014/1/25, 60, 33, 32, 7, 1, 6
2014/1/26, 62, 40, 41, 5, 1, 7
2014/1/27, 84, 45, 35, 4, 1, 7
2014/1/28, 84, 43, 44, 5, 2, 7
2014/1/29, 98, 49, 44, 5, 3, 7
2014/1/30, 110, 110, 38, 6, 9, 7
2014/1/31, 166, 36, 33, 5, 2, 7
2014/2/1, 91, 30, 27, 6, 1, 8
2014/2/2, 68, 31, 23, 7, 1, 8
2014/2/3, 67, 31, 23, 4, 2, 8
2014/2/4, 69, 30, 28, 3, 1, 8
2014/2/5, 70, 23, 19, 4, 1, 8
2014/2/6, 52, 21, 14, 5, 1, 8
2014/2/7, 48, 30, 16, 5, 1, 6
2014/2/8, 72, 29, 16, 7, , 5
2014/2/9, 69, 24, 11, 7, , 8
2014/2/10, 61, 18, 23, 6, 1, 8
2014/2/11, 48, 20, 26, 7, , 8
2014/2/12, 51, 23, 22, 8, 1, 8
2014/2/13, 56, 31, 24, 6, 3, 9
2014/2/14, 76, 37, 37, 7, 1, 9
2014/2/15, 91, 29, 36, 8, 1, 9
2014/2/16, 62, 37, 33, 10, 1, 9
2014/2/17, 76, 31, 25, 9, , 8
2014/2/18, 66, 20, 16, 8, , 10
2014/2/19, 52, 28, 35, 7, , 9
2014/2/20, 70, 46, 41, 5, , 6
2014/2/21, 61, 44, 34, 6, , 7
2014/2/22, 73, 37, 33, 5, , 7
2014/2/23, 63, 37, 34, 5, 1, 5
2014/2/24, 67, 35, 28, 7, 1, 5
2014/2/25, 60, 34, 24, 8, 1, 5
2014/2/26, 65, 32, 25, 6, 1, 5
2014/2/27, 63, 29, 25, 6, 1, 4
2014/2/28, 57, 30, 19, 8, 1, 5
2014/3/1, 57, 32, 19, 8, 1, 5
2014/3/2, 60, 29, 19, 6, , 5
2014/3/3, 60, 29, 18, 6, 1, 5
2014/3/4, 59, 35, 25, 7, 1, 5
2014/3/5, 71, 37, 32, 5, 1, 7
2014/3/6, 71, 41, 32, 5, 1, 7
2014/3/7, 74, 43, 32, 6, 1, 7
2014/3/8, 79, 41, 27, 5, 1, 7
2014/3/9, 79, 40, 33, 7, 1, 7
2014/3/10, 77, 35, 37, 6, 1, 6
2014/3/11, 65, 44, 33, 8, 1, 6
2014/3/12, 80, 41, 23, 10, 1, 6
2014/3/13, 74, 35, 32, 5, 1, 6
2014/3/14, 70, 37, 44, 5, 1, 7
2014/3/15, 70, 43, 39, 5, 1, 6
2014/3/16, 81, 43, 29, 6, 1, 5
2014/3/17, 76, 37, 18, 7, 1, 5
2014/3/18, 69, 37, 27, 7, 1, 5
2014/3/19, 74, 40, 25, 10, 1, 6
2014/3/20, 79, 24, 31, 5, , 6
2014/3/21, 56, 29, 46, 5, 1, 6
2014/3/22, 57, 32, 43, 4, 1, 5
2014/3/23, 60, 38, 42, 4, 1, 5
2014/3/24, 68, 42, 33, 6, 1, 5
2014/3/25, 67, 39, 27, 6, 1, 6
2014/3/26, 67, 31, 16, 6, 1, 5
2014/3/27, 52, 25, 13, 6, , 5
2014/3/28, 50, 26, 12, 6, 1, 4
2014/3/29, 51, 22, 12, 4, , 4
2014/3/30, 40, 23, 10, 5, , 4
2014/3/31, 48, 28, , 5, , 5
2024/12/31, , 40, 39, 5, 1, 4
2023/11/12, , 13, , 1, 1, 4
2020/3/31, , 20, 18, 3, 1, 2
2019/12/31, , 17, 29, 2, 1, 5
2018/12/31, , 19, 26, 6, 2, 7
2017/9/10, , 20, 13, 5, 2, 5
2017/1/1, , 29, 27, 6, 1, 4
2016/1/3, , 19, 19, 9, 2, 7
2014/12/31, , 54, 62, 11, 3, 5
2014/1/1, , 33, , 6, 1, 8
2014/1/7, , 24, , 5, , 8
